user_id,product_id,user_rating
25,46,2.4
25,15,4.4
25,27,1.3
25,43,4.5
25,34,4.1
26,50,1.7
26,16,3.9
26,46,3.2
26,13,4.1
26,44,2.4
26,18,2.5
26,5,1.1
26,42,3.8
26,22,3.5
26,34,3.3
27,39,2.2
27,32,2.6
27,40,3.8
27,50,1.4
27,42,3.0
27,41,4.8
27,21,5.0
27,15,2.7
28,42,4.1
28,50,2.3
28,25,4.9
28,44,2.1
28,36,1.9
28,26,2.7
28,49,2.0
29,50,1.1
29,24,1.5
29,38,1.6
29,7,2.6
29,34,2.9
29,25,4.5
29,40,3.7
30,37,1.3
30,34,2.7
30,44,2.7
30,33,1.6
30,42,3.8
30,1,3.5
30,45,3.1
30,40,4.3
31,22,3.0
31,27,3.3
31,18,1.8
31,1,3.6
31,29,3.7
31,45,1.2
31,6,1.9
32,40,3.4
32,47,2.0
32,42,1.2
32,37,4.9
32,30,1.5
32,39,4.3
32,15,4.5
33,50,4.1
33,6,1.8
33,45,1.6
33,20,3.9
33,18,4.4
33,37,2.0
33,21,1.6
34,30,3.3
34,25,3.0
34,38,4.6
34,2,3.5
34,19,1.6
34,5,2.1
34,35,2.8
35,37,3.8
35,41,2.0
35,22,1.2
35,38,3.1
35,9,4.9
35,43,4.1
35,35,1.4
36,25,1.7
36,14,3.3
36,37,4.0
36,1,4.7
36,26,1.3
36,19,2.1
36,44,2.3
37,26,1.4
37,10,2.7
37,37,4.8
37,3,4.2
37,22,2.2
37,25,4.2
37,35,2.7
37,27,4.6
37,5,2.3
37,24,1.8
38,46,4.9
38,9,3.6
38,25,3.7
38,11,3.1
38,34,3.0
38,1,1.3
38,44,2.1
39,27,1.6
39,2,1.1
39,9,4.1
39,25,3.0
39,34,2.6
39,32,4.1
39,42,4.5
40,3,1.8
40,18,2.4
40,44,2.3
40,14,3.3
40,32,2.2
40,21,4.8
40,37,1.6
41,29,4.5
41,14,4.2
41,13,3.8
41,6,2.6
41,18,1.8
41,42,2.9
41,2,3.5
42,32,3.9
42,14,4.6
42,13,1.8
42,15,4.3
42,16,3.3
42,6,2.8
42,20,2.3
43,35,1.7
43,17,4.7
43,46,3.8
43,48,4.2
43,15,4.7
43,50,1.8
43,40,4.8
44,36,3.5
44,30,3.5
44,41,1.9
44,17,3.3
44,4,4.6
44,31,2.3
44,35,1.3
45,18,3.9
45,27,3.4
45,9,3.7
45,33,5.0
45,24,1.5
45,45,3.7
45,29,4.1
45,36,4.7
45,10,2.4
45,7,1.8
46,34,2.2
46,11,2.8
46,14,1.3
46,17,4.9
46,36,2.4
46,40,4.8
46,30,3.3
47,20,1.2
47,25,1.6
47,18,3.6
47,24,1.8
47,36,2.6
47,35,1.1
47,23,3.7
48,46,1.8
48,42,1.0
48,48,1.2
48,25,1.6
48,47,3.8
48,49,1.2
48,21,4.2
49,5,1.3
49,42,1.8
49,15,4.6
49,6,4.0
49,14,1.9
49,21,1.2
49,43,2.1
50,40,1.7
50,15,3.3
50,32,3.7
50,28,1.2
50,45,1.9
50,6,3.4
50,14,2.0
51,23,2.3
51,45,4.3
51,20,2.8
51,22,1.1
51,43,2.9
52,28,3.2
52,40,3.0
52,6,1.8
52,27,2.4
52,42,2.8
52,48,1.5
52,24,4.8
53,28,3.6
53,34,4.5
53,22,2.6
53,1,4.0
53,29,3.0
53,35,3.8
53,43,1.6
53,10,4.5
53,18,1.0
53,31,3.5
54,41,1.1
54,6,3.5
54,24,4.9
54,39,2.7
54,23,2.9
54,26,1.9
54,7,4.3
55,38,4.4
55,31,1.4
55,35,3.4
55,40,3.4
55,29,3.3
55,50,3.2
55,7,4.6
56,23,3.7
56,44,2.0
56,14,1.5
56,21,2.9
56,7,3.2
57,8,3.8
57,15,1.5
57,27,3.2
57,31,2.3
57,9,4.4
57,35,1.8
57,7,3.3
57,48,1.7
57,10,3.0
58,13,2.9
58,2,4.7
58,48,4.3
58,50,4.4
58,21,3.4
58,16,3.2
58,45,2.1
59,22,3.0
59,19,1.1
59,7,2.3
59,25,4.7
59,1,1.7
59,29,4.4
59,4,4.4
60,27,4.9
60,10,1.7
60,49,3.8
60,30,2.0
60,4,2.2
60,26,3.6
60,22,2.3
61,13,3.1
61,16,2.9
61,50,3.1
61,22,3.1
61,47,2.9
61,18,2.0
61,48,3.5
62,33,2.5
62,21,1.7
62,7,3.3
62,11,4.7
62,32,1.6
62,20,4.8
62,50,3.6
63,4,2.8
63,9,1.8
63,2,4.3
63,31,4.9
63,23,4.4
63,32,3.4
63,39,4.8
64,15,3.3
64,22,1.5
64,44,1.7
64,33,1.4
64,16,3.1
64,30,3.5
65,38,2.0
65,23,2.4
65,47,2.8
65,42,3.5
65,50,1.0
65,26,3.3
65,27,4.6
66,1,4.6
66,15,4.1
66,28,3.4
66,5,4.0
66,18,4.5
67,44,4.4
67,11,3.0
67,35,3.5
67,49,2.5
67,6,3.6
67,5,4.7
67,41,2.8
68,38,1.9
68,20,1.5
68,50,1.6
68,19,2.9
68,10,4.4
68,2,2.2
68,48,1.8
69,28,1.6
69,16,4.1
69,9,4.0
69,25,4.7
69,17,3.1
69,11,1.1
69,38,4.8
70,12,2.7
70,17,3.4
70,7,2.2
70,48,2.5
70,9,3.8
70,22,1.1
70,19,3.1
71,7,1.7
71,37,3.8
71,41,3.8
71,23,3.8
71,11,4.6
71,22,2.5
71,50,4.2
72,24,1.5
72,3,1.9
72,26,2.1
72,20,4.4
72,17,2.7
72,22,2.1
72,14,1.8
73,42,4.3
73,23,3.4
73,33,1.2
73,13,4.6
73,1,3.9
73,11,3.8
73,7,3.8
74,41,2.0
74,37,2.6
74,42,3.2
74,50,4.8
74,29,3.4
74,20,1.9
74,32,1.2
75,8,4.1
75,15,2.4
75,36,3.4
75,22,3.3
75,48,2.8
75,49,2.4
75,1,4.7
76,38,3.2
76,1,2.8
76,17,4.7
76,37,1.3
76,2,3.4
76,34,1.6
77,31,3.5
77,17,4.7
77,1,3.1
77,30,4.9
77,6,1.8
77,21,2.8
77,14,3.9
78,29,2.0
78,50,3.2
78,14,1.6
78,43,1.4
78,18,1.5
78,30,1.1
78,45,4.5
79,17,1.2
79,29,2.7
79,39,3.7
79,13,4.3
79,44,4.6
79,20,4.6
80,49,2.8
80,21,4.7
80,29,2.9
80,47,3.9
80,30,1.0
80,48,2.6
80,40,1.6
81,29,1.3
81,28,4.4
81,9,1.9
81,24,4.7
81,31,4.0
81,16,2.4
81,8,3.9
82,35,4.5
82,41,3.5
82,30,4.3
82,25,2.2
82,9,4.8
82,45,2.9
82,42,2.8
83,43,2.7
83,50,3.4
83,16,2.5
83,18,1.8
83,37,3.5
83,15,4.2
83,25,3.1
83,5,1.7
83,4,3.0
83,32,1.3
84,8,1.2
84,38,4.4
84,47,1.6
84,44,4.6
84,20,2.7
84,24,4.9
84,37,1.2
85,40,2.5
85,9,3.6
85,8,5.0
85,2,2.0
85,45,2.1
85,29,2.8
85,30,2.8
86,24,4.2
86,45,5.0
86,9,1.6
86,34,4.3
86,32,3.2
87,35,1.5
87,34,1.4
87,38,4.4
87,9,4.7
87,42,3.2
87,44,1.9
87,12,2.7
88,47,2.6
88,49,2.5
88,10,2.4
88,17,4.0
88,35,3.8
88,44,2.9
88,15,2.5
88,41,1.9
89,43,2.9
89,21,2.9
89,36,1.1
89,12,1.0
89,48,4.3
89,45,2.0
89,49,4.7
90,27,1.2
90,19,4.4
90,47,1.3
90,7,4.0
90,29,4.5
90,49,3.3
90,36,1.6
91,38,4.9
91,28,2.4
91,8,2.1
91,31,1.6
91,21,3.7
91,29,2.2
91,39,4.7
92,11,4.9
92,10,2.7
92,48,2.9
92,15,3.0
92,36,2.4
92,34,2.7
92,33,3.5
92,38,2.7
92,31,1.1
93,28,4.3
93,37,1.6
93,6,2.5
93,20,1.3
93,43,4.3
93,24,3.8
93,46,1.7
94,9,4.7
94,33,1.2
94,39,3.8
94,12,2.7
94,16,3.9
94,38,2.0
94,4,1.8
95,5,3.0
95,20,1.3
95,38,1.6
95,34,2.1
95,15,1.2
95,12,1.6
95,2,3.1
96,22,1.0
96,12,1.2
96,33,4.3
96,10,4.8
96,14,3.6
96,9,3.6
96,34,2.3
97,4,2.9
97,26,1.0
97,37,1.3
97,45,4.5
97,44,3.2
97,9,4.5
97,28,4.6
98,43,1.7
98,28,4.1
98,25,3.8
98,34,2.6
98,40,1.3
98,46,2.7
98,5,1.1
98,17,2.9
99,32,3.3
99,9,2.7
99,21,3.9
99,37,3.1
99,23,4.9
99,49,2.9
99,24,1.1
99,31,4.5
99,27,1.2
99,18,2.6
100,36,3.8
100,7,3.5
100,30,4.2
100,31,1.4
100,15,4.0
100,43,2.7
100,6,3.7
100,12,3.5
100,29,4.7
100,21,2.6
101,3,4.6
101,14,2.4
101,40,3.2
101,21,4.8
101,16,4.7
101,50,2.4
101,23,4.2
102,4,3.1
102,13,4.1
102,50,3.2
102,28,1.4
102,6,2.1
102,40,4.3
102,45,1.7
102,22,1.8
102,1,2.4
103,39,1.9
103,9,4.2
103,25,3.4
103,42,1.3
103,38,3.4
103,36,1.6
103,43,2.0
104,33,3.2
104,42,4.4
104,18,3.4
104,23,1.7
104,43,4.9
104,22,2.7
104,44,2.7
105,1,4.1
105,39,3.3
105,41,2.7
105,21,1.0
105,35,2.5
105,30,1.7
105,9,1.7
106,37,2.7
106,44,3.4
106,16,3.7
106,46,3.9
106,3,3.2
107,44,1.1
107,14,3.6
107,23,4.8
107,15,3.0
107,43,1.5
107,2,2.5
107,33,4.6
108,12,3.1
108,21,3.7
108,29,3.3
108,31,2.3
108,20,4.5
108,25,3.7
108,16,3.3
108,3,2.6
109,5,2.5
109,7,4.7
109,43,3.3
109,11,1.2
109,16,4.7
109,32,3.2
109,21,1.0
110,28,3.7
110,45,4.8
110,8,3.0
110,35,1.8
110,31,2.5
110,5,3.4
110,21,1.1
111,3,4.9
111,2,2.2
111,5,4.1
111,28,4.3
111,9,2.4
111,40,2.2
111,38,2.6
112,9,2.2
112,40,2.9
112,11,2.5
112,1,4.5
112,32,2.9
112,46,3.7
112,39,1.6
112,42,1.4
112,35,3.9
113,48,3.3
113,47,4.1
113,18,1.1
113,19,4.2
113,33,2.4
113,40,4.0
113,50,3.7
113,7,2.6
113,43,4.8
113,46,3.0
114,34,4.3
114,29,4.9
114,40,2.2
114,22,4.2
114,17,4.6
115,22,3.3
115,45,4.3
115,9,4.6
115,1,2.6
115,40,1.9
115,24,3.8
115,26,4.8
116,40,4.7
116,13,2.7
116,22,2.8
116,14,4.4
116,24,4.4
116,28,3.5
116,45,1.4
117,24,4.4
117,37,2.0
117,42,3.0
117,30,3.9
117,21,2.3
117,22,2.6
117,19,1.5
117,33,4.2
117,36,3.5
118,31,2.2
118,8,4.3
118,30,2.6
118,26,2.7
118,29,2.5
118,40,3.1
118,20,3.4
119,35,1.7
119,11,2.3
119,34,1.2
119,36,3.3
119,42,3.6
119,48,3.9
119,18,3.9
120,33,2.3
120,16,4.3
120,13,4.0
120,37,3.5
120,19,3.3
120,17,3.6
120,38,4.8
120,39,4.0
120,6,3.2
120,20,4.0
121,12,4.2
121,13,3.2
121,39,1.6
121,30,1.6
121,37,1.6
121,1,2.2
121,23,1.7
122,21,2.9
122,46,2.7
122,17,1.8
122,38,1.3
122,25,4.4
122,31,2.5
122,33,5.0
123,11,2.0
123,35,2.5
123,45,3.3
123,19,4.5
123,12,5.0
123,39,2.1
123,25,4.9
124,23,3.0
124,37,3.4
124,8,4.0
124,5,4.4
124,1,3.0
124,15,4.4
124,36,2.3
125,37,4.4
125,24,4.0
125,48,3.7
125,15,2.5
125,14,3.7
125,25,2.8
125,23,1.4
126,9,1.7
126,38,5.0
126,41,2.5
126,46,3.1
126,33,3.9
126,27,2.4
126,14,4.7
127,5,1.1
127,47,4.3
127,11,1.8
127,42,4.4
127,16,3.5
127,39,3.6
127,32,1.7
128,25,4.4
128,13,1.7
128,3,1.8
128,40,2.8
128,1,4.5
128,17,1.2
128,4,2.2
129,28,4.7
129,46,1.0
129,21,1.6
129,34,1.6
129,18,1.6
129,16,3.8
129,27,1.5
130,42,2.6
130,20,4.0
130,27,3.9
130,6,1.1
130,41,4.3
130,8,1.9
130,28,2.7
131,2,1.4
131,19,2.8
131,16,1.9
131,30,4.8
131,11,3.3
131,1,2.8
131,23,3.5
132,44,1.5
132,10,3.0
132,50,2.6
132,3,3.0
132,29,2.4
132,43,3.4
132,17,3.0
132,33,3.7
132,24,4.4
133,45,2.5
133,41,4.8
133,5,3.6
133,22,1.1
133,39,3.7
133,32,2.3
133,1,3.9
134,44,2.4
134,22,2.1
134,48,1.4
134,32,3.7
134,10,4.9
134,47,2.9
134,19,4.8
135,28,4.8
135,6,4.1
135,2,1.4
135,50,1.2
135,39,1.2
135,3,2.3
135,45,4.1
136,27,3.1
136,16,3.6
136,12,1.1
136,19,3.1
136,49,4.9
136,11,3.2
136,6,2.5
137,11,2.6
137,18,4.9
137,28,2.5
137,47,1.9
137,7,3.6
137,13,3.1
137,39,2.5
138,33,3.4
138,2,1.3
138,46,3.8
138,3,2.2
138,7,3.3
138,17,4.5
138,23,4.0
139,22,4.3
139,9,1.5
139,8,4.1
139,29,4.9
139,37,4.7
139,28,2.7
139,12,4.6
140,37,3.7
140,32,1.1
140,16,2.7
140,39,4.7
140,15,1.9
140,44,2.0
140,13,4.7
141,22,3.0
141,24,1.8
141,31,1.0
141,26,2.6
141,6,1.2
141,45,3.1
141,5,3.5
142,39,2.5
142,31,2.6
142,8,2.8
142,42,5.0
142,20,2.7
142,32,2.2
142,22,3.8
143,29,2.5
143,13,4.9
143,31,2.0
143,23,3.1
143,27,2.5
143,25,4.4
143,35,4.5
144,32,3.9
144,14,4.6
144,41,3.0
144,12,2.0
144,38,4.8
144,27,2.9
144,17,1.8
145,10,3.6
145,28,1.1
145,31,2.3
145,1,2.1
145,15,1.0
146,1,4.9
146,28,3.3
146,10,4.3
146,40,4.2
146,11,2.6
146,43,2.4
146,17,2.3
147,18,2.0
147,11,1.2
147,36,2.2
147,3,2.3
147,31,1.7
147,41,3.3
147,46,2.2
148,21,2.4
148,29,3.9
148,20,3.3
148,18,2.2
148,22,1.3
148,11,3.2
148,41,2.8
149,6,1.8
149,35,4.2
149,47,3.1
149,41,3.3
149,45,1.3
149,25,3.0
149,5,1.6
149,2,4.3
149,40,4.3
149,8,1.8
150,44,3.2
150,46,4.6
150,49,3.9
150,43,2.7
150,35,1.2
150,31,4.3
150,33,2.6
150,2,1.0
150,45,1.0
151,18,3.6
151,50,1.3
151,8,3.6
151,6,3.3
151,35,2.2
151,19,2.6
151,34,2.1
152,50,4.2
152,14,2.0
152,17,4.5
152,21,2.5
152,15,3.5
153,41,3.1
153,37,3.1
153,40,3.1
153,43,1.8
153,25,2.9
153,8,1.8
153,23,2.6
154,18,1.7
154,21,2.2
154,24,3.1
154,50,2.4
154,19,3.8
155,40,1.3
155,41,1.6
155,28,2.4
155,35,2.4
155,17,1.2
155,48,3.2
155,5,4.9
156,13,3.1
156,4,3.5
156,10,4.3
156,17,2.2
156,15,1.8
156,45,2.4
156,16,1.1
157,42,3.7
157,1,3.4
157,22,4.7
157,39,4.2
157,32,1.1
157,38,1.2
157,7,4.5
158,10,2.5
158,39,4.4
158,13,3.0
158,19,3.3
158,18,3.7
158,46,4.8
158,3,2.6
158,24,4.5
159,26,2.2
159,14,2.7
159,29,4.5
159,13,2.4
159,25,2.8
159,5,2.3
159,41,2.6
160,31,4.0
160,49,3.0
160,6,4.5
160,15,2.4
160,24,5.0
160,25,3.5
160,27,4.5
161,43,1.9
161,25,2.0
161,31,2.8
161,22,2.3
161,23,2.3
161,24,4.2
161,11,2.4
161,9,3.1
161,21,3.9
162,17,4.1
162,11,3.0
162,7,1.3
162,44,2.3
162,26,3.8
162,33,4.6
162,3,2.4
163,14,3.3
163,10,4.7
163,12,3.2
163,38,1.5
163,40,3.9
163,35,3.3
163,41,4.9
164,19,4.4
164,34,2.2
164,49,3.7
164,18,2.2
164,11,3.5
164,31,2.8
165,14,3.5
165,46,4.6
165,36,2.0
165,26,3.2
165,38,2.4
165,41,3.6
165,1,1.7
166,43,3.1
166,48,3.6
166,33,2.8
166,31,5.0
166,1,3.5
166,16,4.8
166,35,4.2
166,13,4.9
166,39,3.3
166,28,3.3
167,34,3.2
167,1,5.0
167,50,2.9
167,10,3.6
167,7,1.4
167,47,1.1
168,5,3.0
168,33,3.3
168,40,2.6
168,28,2.1
168,50,4.4
168,27,2.2
168,29,3.9
169,1,1.1
169,33,3.8
169,8,4.6
169,30,1.6
169,31,4.5
169,3,1.7
169,11,1.3
170,35,3.8
170,27,1.9
170,44,3.5
170,50,3.9
170,5,3.9
170,9,1.4
170,41,4.4
171,39,3.8
171,17,2.6
171,14,2.4
171,28,1.5
171,12,2.1
171,27,3.8
171,42,2.5
172,49,4.5
172,17,4.2
172,27,1.4
172,31,3.9
172,35,4.6
172,50,2.7
172,16,1.1
173,43,4.5
173,17,1.9
173,3,2.3
173,13,3.4
173,25,3.0
173,19,1.7
173,1,4.0
174,14,3.1
174,5,3.4
174,18,3.0
174,46,1.2
174,8,1.9
174,3,1.9
175,11,4.0
175,28,4.2
175,34,4.3
175,6,2.7
175,22,3.0
176,3,4.7
176,2,3.8
176,20,4.2
176,38,2.6
176,18,3.2
177,32,2.7
177,4,2.5
177,35,4.5
177,37,4.2
177,19,2.0
177,45,4.0
177,16,3.2
178,35,3.9
178,41,2.5
178,5,3.3
178,47,2.0
178,4,2.8
178,46,1.9
178,32,2.1
179,38,3.0
179,26,2.4
179,39,1.6
179,31,4.9
179,50,3.3
179,17,3.4
179,13,1.7
180,16,2.2
180,19,4.4
180,42,2.8
180,32,4.0
180,21,3.3
180,5,3.8
181,38,4.8
181,34,3.9
181,26,1.3
181,28,3.4
181,36,2.3
181,49,4.4
181,13,4.9
181,41,2.3
181,48,1.9
182,34,3.3
182,6,3.2
182,7,4.0
182,25,3.5
182,37,4.6
182,10,3.3
182,8,1.8
183,49,1.7
183,40,3.7
183,25,2.6
183,18,3.8
183,4,2.6
183,50,1.8
183,19,4.4
184,2,3.8
184,3,2.2
184,15,3.2
184,21,3.1
184,42,1.4
184,8,3.8
184,43,4.1
185,37,1.8
185,31,1.6
185,50,2.1
185,38,3.5
185,3,3.0
185,30,1.9
186,30,2.6
186,32,2.0
186,9,4.1
186,24,3.8
186,23,2.2
186,11,2.2
186,1,2.7
187,12,5.0
187,41,4.6
187,10,2.2
187,4,4.7
187,25,2.8
187,16,3.6
187,32,1.4
188,43,2.7
188,6,4.3
188,30,1.9
188,40,4.8
188,49,4.7
188,48,4.7
188,8,3.8
189,37,3.0
189,10,3.6
189,23,3.7
189,13,3.8
189,20,1.6
189,12,2.6
189,9,2.0
190,34,4.2
190,24,4.9
190,36,4.9
190,35,4.8
190,21,2.3
190,17,2.5
190,7,1.7
191,49,2.1
191,24,3.4
191,17,1.6
191,22,1.8
191,37,1.1
191,11,2.0
191,44,3.3
192,39,3.0
192,13,4.4
192,36,4.4
192,46,3.4
192,50,4.1
192,43,4.8
193,8,4.7
193,4,4.1
193,40,3.9
193,29,4.8
193,49,3.5
193,48,1.1
193,9,4.2
194,11,3.0
194,23,2.6
194,35,3.7
194,42,3.3
194,7,2.3
194,41,1.8
194,4,1.4
195,36,3.7
195,30,4.3
195,40,2.5
195,25,4.8
195,39,3.1
195,47,2.0
195,4,2.7
196,13,1.7
196,2,4.3
196,20,4.1
196,22,4.2
196,16,2.2
196,43,4.6
196,28,1.3
197,46,2.1
197,8,3.7
197,38,2.5
197,18,3.8
197,25,1.1
197,10,1.5
197,6,2.7
197,40,3.7
198,13,3.2
198,12,2.4
198,35,3.8
198,5,1.9
198,31,3.4
198,25,2.3
198,47,2.3
199,8,1.6
199,25,4.7
199,38,1.9
199,26,3.2
199,17,2.2
199,46,2.3
199,36,2.2
200,38,1.7
200,3,1.0
200,21,4.8
200,42,1.7
200,47,3.2
201,15,2.8
201,22,4.5
201,3,3.8
201,50,1.5
201,48,4.8
201,33,4.2
201,26,3.0
202,10,4.9
202,46,1.2
202,4,3.4
202,14,1.6
202,43,4.2
202,7,2.9
202,50,3.6
203,4,1.2
203,30,4.8
203,29,1.3
203,46,1.1
203,18,2.0
203,28,4.6
203,31,5.0
203,19,3.2
203,48,4.0
203,9,3.7
204,44,3.8
204,41,2.9
204,14,3.4
204,42,3.0
204,23,1.9
205,34,3.7
205,19,2.7
205,9,4.0
205,39,4.7
205,42,2.6
205,26,3.1
205,45,1.6
206,6,3.8
206,48,1.0
206,34,3.7
206,23,3.9
206,7,1.6
206,29,4.7
206,40,1.4
207,11,1.5
207,34,2.6
207,24,3.7
207,19,3.5
207,41,4.5
208,28,1.1
208,9,3.7
208,36,4.2
208,3,1.1
208,39,1.3
208,12,4.7
208,10,1.0
209,15,1.1
209,38,3.2
209,8,2.1
209,30,1.9
209,5,2.8
209,29,2.4
209,11,3.9
210,7,1.3
210,13,2.4
210,25,4.9
210,44,3.1
210,27,1.4
211,41,3.1
211,22,3.0
211,48,1.7
211,16,2.9
211,46,1.7
211,2,4.0
211,10,1.3
212,23,1.3
212,1,1.9
212,36,1.6
212,47,3.4
212,48,1.1
212,35,1.1
212,28,4.3
213,48,1.3
213,26,4.2
213,37,2.2
213,12,2.5
213,34,4.5
213,28,3.0
213,14,3.6
214,35,3.9
214,30,4.5
214,29,3.6
214,38,2.8
214,15,2.8
214,37,1.7
215,49,2.5
215,13,4.7
215,22,4.7
215,17,1.2
215,41,3.0
215,39,3.7
215,8,2.1
216,37,2.1
216,48,3.8
216,17,1.3
216,7,1.8
216,43,4.1
216,18,3.9
217,5,2.8
217,37,4.7
217,33,2.4
217,1,4.7
217,49,4.1
217,22,1.7
217,47,4.7
217,28,3.3
217,10,3.6
218,20,3.5
218,26,3.4
218,45,1.5
218,14,3.8
218,30,1.3
219,22,2.9
219,25,4.3
219,15,1.9
219,47,3.1
219,45,2.2
219,23,4.8
219,48,2.8
220,29,1.9
220,42,2.1
220,2,2.7
220,40,2.5
220,8,1.0
220,36,4.7
221,10,3.7
221,3,3.4
221,5,3.8
221,14,1.9
221,17,4.1
221,16,1.7
221,1,1.5
222,2,1.5
222,36,2.2
222,31,2.0
222,8,1.7
222,15,3.9
222,24,1.6
222,43,2.5
223,18,2.8
223,37,2.8
223,34,2.6
223,16,1.0
223,17,1.8
223,32,4.1
223,28,4.9
224,1,4.0
224,18,4.1
224,35,1.8
224,13,4.9
224,43,2.1
224,14,2.8
224,4,2.6
224,24,4.3
224,7,4.0
225,31,3.3
225,29,2.9
225,22,1.7
225,23,3.2
225,35,3.5
226,18,3.8
226,12,3.0
226,19,2.2
226,33,4.1
226,49,4.8
226,8,4.8
226,45,1.3
227,15,1.8
227,17,3.4
227,6,3.4
227,46,4.8
227,4,3.2
227,32,4.5
227,30,2.1
228,20,3.4
228,37,3.7
228,30,1.6
228,15,1.3
228,26,4.5
228,25,3.4
228,18,2.3
229,29,2.1
229,48,2.1
229,2,1.6
229,33,2.2
229,41,4.5
229,35,3.2
229,3,3.4
230,21,3.3
230,26,3.6
230,3,4.7
230,16,2.3
230,48,1.4
230,7,2.8
230,19,3.8
231,46,4.1
231,9,1.8
231,24,2.1
231,5,3.3
231,23,3.8
231,8,3.7
231,44,2.6
231,37,3.1
231,22,3.4
231,34,3.8
232,13,3.0
232,23,1.2
232,22,4.5
232,40,3.0
232,3,2.5
232,36,1.9
232,44,1.2
232,19,2.9
232,50,3.7
232,15,1.6
233,2,1.7
233,16,3.6
233,37,4.6
233,14,1.2
233,23,1.2
233,44,3.9
233,8,1.1
234,19,3.6
234,39,4.0
234,38,4.8
234,18,1.3
234,13,3.7
234,34,3.9
234,41,4.7
235,28,3.0
235,8,3.0
235,4,2.8
235,29,3.4
235,46,1.3
235,1,3.7
235,45,2.5
235,30,3.3
235,48,1.3
235,33,1.4
236,10,2.7
236,35,1.7
236,37,1.2
236,22,1.9
236,38,1.7
236,29,3.9
236,8,4.7
236,20,5.0
236,41,1.3
236,39,4.5
237,15,4.6
237,10,2.4
237,3,1.9
237,4,2.3
237,5,1.6
237,36,2.3
237,11,1.4
238,38,2.2
238,50,3.9
238,18,3.8
238,8,1.9
238,14,1.4
238,46,2.9
238,24,2.2
238,31,2.4
238,19,1.8
238,13,4.0
239,24,3.4
239,42,2.5
239,50,1.2
239,27,4.4
239,29,4.7
239,49,1.3
239,47,2.0
239,31,4.9
239,38,1.5
240,49,4.1
240,17,3.0
240,36,3.6
240,1,2.2
240,29,5.0
240,38,3.2
241,4,2.2
241,32,1.5
241,7,1.9
241,46,3.6
241,20,3.9
241,14,3.4
241,38,3.8
242,2,4.6
242,31,3.8
242,35,3.6
242,18,2.5
242,13,3.5
242,21,2.5
242,20,3.9
243,3,2.6
243,1,4.0
243,15,2.9
243,28,1.3
243,36,2.7
243,21,1.3
243,8,3.9
243,9,1.9
244,17,1.6
244,44,1.1
