userId,itemId,rating
10,10912,5.0
10,2720,5.0
10,4962,4.0
10,12225,1.0
10,970,1.0
10,617,2.0
10,342,4.0
10,11637,1.0
10,12540,5.0
10,6020,4.0
10,604,5.0
10,8383,5.0
10,1368,2.0
10,9763,5.0
10,3295,5.0
10,2438,4.0
10,1660,5.0
10,7216,5.0
10,1928,3.0
10,391,4.0
10,2438,4.0
10,3675,5.0
10,5320,5.0
10,5774,5.0
10,294,4.0
10,2621,1.0
10,4937,4.0
10,2620,1.0
10,5600,5.0
10,10980,4.0
10,5677,5.0
10,4283,1.0
10,2620,1.0
10,1801,3.0
10,1801,3.0
10,6784,5.0
10,9762,4.0
10,818,5.0
10,1355,5.0
10,5962,4.0
10,818,5.0
10,6041,5.0
10,6103,5.0
10,5257,5.0
10,2830,5.0
10,416,3.0
10,8359,5.0
10,1901,5.0
10,2386,5.0
10,4916,4.0
10,1891,3.0
10,602,5.0
10,2804,4.0
10,2322,1.0
10,161,2.0
10,2858,5.0
10,7081,5.0
10,7762,5.0
10,645,5.0
10,2621,1.0
10,645,5.0
10,8778,5.0
10,2920,5.0
10,402,3.0
10,487,3.0
10,5898,3.0
10,1728,5.0
10,6573,5.0
10,1728,5.0
10,980,5.0
10,127,5.0
10,130,5.0
10,11502,4.0
10,980,5.0
10,1086,5.0
10,11119,5.0
10,4132,5.0
10,481,5.0
10,1029,5.0
10,1831,5.0
10,6120,5.0
10,1376,5.0
10,12323,1.0
10,1739,5.0
10,161,5.0
10,9735,5.0
10,4807,5.0
10,1780,1.0
10,1380,1.0
10,11638,4.0
10,5133,5.0
10,618,5.0
10,2675,5.0
10,355,2.0
10,3393,5.0
10,1739,5.0
10,3295,5.0
10,10079,5.0
10,299,5.0
10,10761,5.0
10,2825,5.0
10,12692,5.0
10,1906,3.0
10,1344,5.0
10,2804,4.0
10,4,5.0
10,9554,5.0
10,4741,5.0
10,6707,5.0
10,5818,5.0
10,5818,5.0
10,2363,5.0
10,4634,3.0
10,4755,5.0
10,456,5.0
10,1049,5.0
10,3295,5.0
10,1945,3.0
10,456,5.0
10,1344,5.0
10,2363,5.0
10,5832,1.0
10,12430,5.0
10,6707,5.0
10,10544,4.0
10,8700,5.0
10,2690,2.0
10,1049,5.0
10,2507,5.0
11,10768,3.0
11,619,5.0
11,228,5.0
11,9441,5.0
11,3874,5.0
11,5109,5.0
11,10768,3.0
11,2823,1.0
11,3523,5.0
11,10797,5.0
11,3369,5.0
11,9423,5.0
11,6528,5.0
11,1503,5.0
11,9105,5.0
11,10797,5.0
11,1130,5.0
11,4853,5.0
11,619,5.0
11,1503,5.0
11,8261,5.0
11,4326,5.0
11,10118,5.0
11,1553,5.0
11,7816,5.0
11,6669,5.0
11,1130,5.0
11,1502,5.0
11,593,5.0
11,960,1.0
11,667,5.0
11,107,5.0
11,853,5.0
11,1941,5.0
11,11647,5.0
11,2339,5.0
11,6524,5.0
11,2835,5.0
11,265,5.0
11,5659,5.0
11,1078,5.0
11,5550,5.0
11,1576,2.0
11,435,5.0
11,747,5.0
11,4051,4.0
11,6675,5.0
11,6675,5.0
11,667,5.0
11,11585,5.0
11,92,2.0
11,10929,5.0
11,4853,5.0
11,2518,5.0
11,88,4.0
11,5681,5.0
11,559,5.0
11,3307,3.0
11,7133,5.0
11,3459,3.0
11,8900,5.0
11,3459,3.0
11,229,5.0
11,1825,2.0
11,4584,5.0
11,723,5.0
11,10366,5.0
11,2278,5.0
11,5039,3.0
11,4041,1.0
11,2235,5.0
11,663,5.0
11,682,5.0
11,4001,5.0
11,7102,5.0
11,682,5.0
11,8668,5.0
11,4053,5.0
11,2208,5.0
11,4836,5.0
11,8959,5.0
11,793,4.0
11,4400,5.0
11,2184,3.0
11,9532,5.0
11,422,3.0
11,4812,5.0
11,1055,5.0
11,4766,5.0
11,5504,5.0
11,12257,4.0
11,6461,5.0
11,7100,5.0
11,3166,5.0
11,2135,5.0
11,2178,5.0
11,13157,5.0
11,10897,5.0
11,663,5.0
11,8380,1.0
11,10806,5.0
11,651,5.0
11,3735,5.0
11,8807,5.0
11,13581,1.0
11,7548,1.0
11,2379,5.0
11,47,5.0
11,1051,5.0
11,8238,5.0
11,544,5.0
11,555,5.0
11,11,5.0
11,1639,5.0
11,412,5.0
11,1833,3.0
11,4326,5.0
11,1827,5.0
11,1324,5.0
11,102,5.0
11,1642,5.0
11,1927,5.0
11,2034,5.0
11,1827,5.0
11,793,4.0
11,321,5.0
11,7698,5.0
11,225,5.0
11,527,5.0
11,502,5.0
11,422,3.0
11,1299,4.0
11,1544,5.0
11,6978,5.0
11,8349,2.0
11,9967,1.0
11,989,2.0
11,4760,2.0
11,13472,5.0
12,4015,3.0
12,11042,4.0
12,225,5.0
12,1570,5.0
12,4472,1.0
12,4015,3.0
12,2641,4.0
12,8099,4.0
12,6575,5.0
12,13116,5.0
12,7258,5.0
12,2272,5.0
12,4856,5.0
12,13117,4.0
12,3363,5.0
12,8545,5.0
12,2230,5.0
12,8594,5.0
12,12094,4.0
12,8545,5.0
12,8740,5.0
12,1655,5.0
12,8003,5.0
12,2726,4.0
12,8562,5.0
12,2726,4.0
12,13125,5.0
12,8364,3.0
12,954,5.0
12,1254,2.0
12,11021,5.0
12,7259,5.0
12,816,5.0
12,1994,5.0
12,10252,4.0
12,667,4.0
12,267,5.0
12,7188,4.0
12,7697,5.0
12,7221,5.0
12,7697,5.0
12,4570,4.0
12,13013,5.0
12,5878,5.0
12,2309,4.0
12,7145,4.0
12,1757,4.0
12,1611,4.0
12,667,4.0
12,12,5.0
12,784,1.0
12,821,4.0
12,553,4.0
12,553,4.0
12,5071,5.0
12,821,4.0
12,847,4.0
12,7188,4.0
12,7968,5.0
12,1855,5.0
12,7675,5.0
12,807,5.0
12,6176,5.0
12,7638,5.0
12,7638,5.0
12,7603,5.0
12,7603,5.0
12,7606,5.0
12,7612,5.0
12,7606,5.0
12,12668,5.0
12,847,4.0
12,3510,5.0
12,869,3.0
12,3510,5.0
12,8241,5.0
12,3487,5.0
12,2061,5.0
12,7985,5.0
12,10398,1.0
12,4347,5.0
12,7675,5.0
12,6329,5.0
12,6636,5.0
12,1358,5.0
12,1233,5.0
12,12489,4.0
12,5519,5.0
12,493,5.0
12,11985,1.0
12,198,5.0
12,1023,1.0
12,4101,5.0
12,12022,4.0
12,7426,2.0
12,119,5.0
12,6985,4.0
12,216,5.0
12,11383,4.0
12,930,5.0
12,6568,5.0
12,4840,5.0
12,4912,5.0
12,3939,5.0
12,4069,5.0
12,12876,5.0
12,11527,5.0
12,493,5.0
12,12877,5.0
12,313,5.0
12,12888,2.0
12,4187,5.0
12,4676,5.0
12,570,5.0
12,9333,5.0
12,355,5.0
12,651,4.0
12,577,3.0
12,5447,5.0
12,1633,1.0
13,1832,5.0
13,3335,5.0
13,1945,5.0
13,10926,3.0
13,9618,5.0
13,12971,5.0
13,460,1.0
13,460,1.0
13,693,1.0
13,51,5.0
13,51,5.0
13,4,4.0
13,693,1.0
13,5809,5.0
13,9946,5.0
13,5171,5.0
13,1478,3.0
13,1029,5.0
13,5651,4.0
13,1851,5.0
13,7704,5.0
13,6856,4.0
13,6856,4.0
13,5337,5.0
13,10077,3.0
13,507,3.0
13,6573,5.0
13,39,3.0
13,1129,4.0
13,1787,4.0
13,784,5.0
13,1787,4.0
13,3648,5.0
13,1582,5.0
13,4059,3.0
13,5686,4.0
13,5171,5.0
13,9628,3.0
13,4871,4.0
13,5809,5.0
13,13,1.0
13,388,5.0
13,138,2.0
13,380,5.0
13,3479,5.0
13,3479,5.0
13,9073,3.0
13,7000,5.0
13,8646,5.0
13,6871,2.0
13,2073,5.0
13,13,1.0
13,649,3.0
13,9969,4.0
13,10148,5.0
13,9297,3.0
13,677,3.0
13,9955,3.0
13,3244,5.0
13,8109,5.0
13,8679,5.0
13,235,5.0
13,3905,5.0
13,8109,5.0
13,235,5.0
13,9955,3.0
13,382,1.0
13,455,5.0
13,21,1.0
13,6634,1.0
13,380,5.0
14,2964,5.0
14,8255,5.0
14,2089,5.0
14,320,5.0
14,14,5.0
14,8529,3.0
14,8255,5.0
14,3675,5.0
14,4408,5.0
14,141,5.0
14,3003,5.0
14,10975,5.0
14,11712,5.0
14,9643,5.0
14,600,5.0
14,797,5.0
14,2022,3.0
14,4211,5.0
14,7465,5.0
14,83,5.0
14,8388,5.0
14,141,5.0
14,117,5.0
14,115,5.0
14,3869,5.0
14,3649,5.0
14,7469,5.0
14,729,5.0
14,9350,2.0
14,406,5.0
14,2822,5.0
14,107,3.0
14,10185,5.0
14,1710,4.0
14,1521,5.0
14,337,1.0
14,82,5.0
14,3763,4.0
14,164,5.0
14,10975,5.0
14,13431,4.0
14,83,5.0
14,3755,5.0
14,4460,5.0
14,2137,5.0
14,2137,5.0
14,82,5.0
14,8321,3.0
14,4460,5.0
14,1508,5.0
14,5309,4.0
14,12540,5.0
14,4408,5.0
14,982,5.0
14,11626,5.0
14,2190,5.0
14,2307,1.0
14,9350,2.0
14,117,5.0
14,13715,5.0
14,141,5.0
14,117,5.0
14,115,5.0
14,115,5.0
15,1025,5.0
15,5162,5.0
15,828,5.0
15,9398,5.0
15,2429,5.0
15,2621,3.0
15,8526,5.0
15,1032,5.0
15,2620,3.0
15,8651,5.0
15,9310,4.0
15,7568,5.0
15,2872,4.0
15,1104,5.0
15,856,5.0
15,487,5.0
15,1129,5.0
15,4887,5.0
15,801,5.0
15,917,5.0
15,4955,5.0
15,1303,5.0
15,88,3.0
15,722,5.0
15,8304,4.0
15,1263,5.0
15,722,5.0
15,13238,5.0
15,4730,5.0
15,4977,1.0
15,63,5.0
15,4775,5.0
15,1244,5.0
15,1246,5.0
15,11525,5.0
15,10862,5.0
15,8137,4.0
15,2934,5.0
15,1244,5.0
15,9414,2.0
15,3705,5.0
15,6866,1.0
15,801,5.0
15,1329,5.0
15,4400,5.0
15,2621,3.0
15,2620,3.0
15,2458,5.0
15,1102,4.0
15,4513,5.0
15,862,1.0
15,1886,1.0
15,1130,5.0
15,1503,5.0
15,4853,5.0
15,1130,5.0
15,2727,5.0
15,1503,5.0
15,3732,1.0
15,8710,5.0
15,4853,5.0
15,72,4.0
15,5109,2.0
15,933,5.0
15,146,5.0
15,10050,4.0
15,956,3.0
15,5769,5.0
15,783,5.0
15,2429,5.0
15,7782,5.0
15,2231,5.0
15,11525,5.0
15,10862,5.0
15,2497,5.0
15,1322,5.0
15,39,3.0
15,2633,5.0
15,1461,5.0
15,3218,5.0
15,6029,5.0
15,10843,5.0
15,7811,5.0
15,2215,5.0
15,2430,5.0
15,2430,5.0
15,125,5.0
15,72,4.0
15,15,5.0
15,190,5.0
15,258,5.0
15,12136,5.0
15,907,5.0
15,10231,5.0
15,7585,5.0
15,11993,4.0
15,4450,4.0
15,1845,5.0
15,203,5.0
15,6973,5.0
15,7238,3.0
15,522,5.0
15,286,5.0
15,286,5.0
15,233,4.0
15,8035,3.0
15,13568,1.0
15,619,5.0
15,619,5.0
15,6176,5.0
15,4988,5.0
15,7556,4.0
15,973,3.0
15,3767,5.0
15,5304,3.0
15,8035,3.0
15,4344,5.0
15,169,5.0
15,231,5.0
15,2,5.0
15,7479,5.0
15,7197,3.0
15,7201,5.0
15,3450,3.0
15,146,5.0
15,148,4.0
15,7349,2.0
15,145,5.0
15,811,3.0
15,145,5.0
15,1023,5.0
15,515,5.0
15,4568,5.0
15,7216,5.0
15,7247,5.0
15,7246,3.0
15,5366,4.0
15,5366,4.0
15,5127,4.0
15,6149,4.0
15,3859,3.0
15,811,3.0
15,308,5.0
15,505,3.0
15,2240,5.0
15,2299,5.0
15,2299,5.0
15,146,5.0
15,1149,5.0
15,4907,3.0
15,10355,5.0
15,13435,1.0
15,308,5.0
15,562,5.0
15,4212,4.0
15,5712,5.0
15,1508,5.0
15,2089,5.0
15,3869,5.0
15,11712,5.0
15,16,4.0
15,2689,5.0
15,2449,5.0
15,4214,5.0
15,4450,2.0
15,1166,5.0
15,358,5.0
15,152,5.0
15,13662,5.0
15,13616,5.0
15,951,5.0
15,3203,3.0
15,6174,5.0
15,394,5.0
15,3672,5.0
15,2340,5.0
15,320,5.0
15,3182,5.0
15,6429,5.0
15,971,2.0
15,9378,4.0
15,4316,5.0
15,10670,1.0
15,807,5.0
15,5133,5.0
15,618,5.0
15,3207,4.0
15,2583,5.0
15,6816,2.0
15,11943,5.0
15,1254,5.0
15,959,5.0
15,5946,4.0
15,10059,5.0
15,3389,1.0
15,1833,4.0
15,1889,5.0
15,303,5.0
15,88,5.0
15,5175,5.0
15,1883,5.0
15,147,4.0
15,95,5.0
15,151,5.0
15,6543,5.0
15,3237,5.0
15,1861,3.0
15,1889,5.0
15,1961,4.0
15,5127,4.0
15,146,5.0
15,5957,5.0
15,63,5.0
15,8262,5.0
15,8262,5.0
15,2495,5.0
15,5127,5.0
15,5127,5.0
15,5474,5.0
15,10,3.0
15,9877,5.0
15,2413,5.0
15,2302,5.0
15,8405,5.0
15,5771,2.0
15,8405,5.0
15,11468,5.0
15,5351,2.0
15,751,5.0
15,2302,5.0
15,9595,3.0
16,2874,5.0
16,9399,5.0
16,4376,4.0
16,938,4.0
16,12175,1.0
16,9399,1.0
16,11153,1.0
16,9140,4.0
16,11153,5.0
16,569,5.0
16,3301,1.0
16,3995,5.0
16,2466,1.0
16,149,3.0
16,4142,5.0
16,4376,4.0
16,303,3.0
16,3301,1.0
16,3369,5.0
16,7233,1.0
16,7196,5.0
16,12937,1.0
16,13332,3.0
16,24,5.0
16,2211,1.0
16,2506,5.0
16,2254,1.0
16,2516,1.0
16,852,3.0
16,821,2.0
16,852,3.0
16,7146,5.0
16,821,2.0
16,3845,4.0
16,3995,5.0
16,2874,5.0
16,6917,5.0
16,9341,5.0
16,3642,5.0
16,3339,5.0
16,10750,2.0
16,2027,5.0
16,10783,5.0
16,1197,5.0
16,2472,1.0
16,8373,5.0
16,938,4.0
16,5041,5.0
16,12175,5.0
16,2466,1.0
16,145,5.0
16,12964,5.0
16,781,2.0
16,5258,3.0
16,4885,5.0
16,4885,5.0
16,4431,5.0
16,2423,5.0
16,8530,5.0
16,2010,5.0
16,4642,5.0
16,6905,5.0
16,6795,5.0
16,6905,5.0
16,6795,5.0
16,8462,3.0
16,7030,5.0
16,10738,5.0
16,6905,5.0
16,2554,5.0
16,575,5.0
16,242,5.0
16,1339,5.0
16,145,5.0
16,2382,5.0
16,1164,3.0
16,7152,3.0
16,7152,3.0
16,2472,3.0
16,1060,3.0
16,2466,3.0
16,6795,5.0
16,4032,5.0
16,2516,3.0
16,8837,5.0
16,12305,5.0
16,11154,5.0
16,8780,5.0
16,4614,5.0
16,3923,5.0
16,3204,5.0
16,2466,3.0
16,180,5.0
16,11217,5.0
16,2432,5.0
16,1393,2.0
16,12117,5.0
16,405,4.0
16,12140,5.0
16,7656,5.0
16,1845,2.0
16,415,5.0
16,6385,2.0
16,11359,5.0
16,13789,5.0
16,9463,5.0
16,4803,5.0
16,4803,5.0
16,10976,5.0
16,777,4.0
16,4304,5.0
16,7271,5.0
16,607,1.0
16,4667,5.0
16,4667,5.0
16,2429,5.0
16,2019,5.0
16,2000,5.0
16,2960,5.0
16,11217,5.0
16,9181,5.0
16,2432,5.0
16,2019,5.0
16,2000,5.0
16,9181,5.0
16,3255,5.0
16,76,1.0
16,5514,4.0
16,4711,2.0
16,2387,4.0
16,6,2.0
16,9457,5.0
16,2429,5.0
16,664,2.0
16,1642,5.0
16,2554,5.0
16,4420,5.0
16,11071,5.0
16,3985,2.0
16,908,4.0
16,1558,5.0
16,908,4.0
16,3082,5.0
16,9450,5.0
16,16,4.0
16,7499,5.0
16,1171,5.0
16,1213,3.0
16,6065,5.0
16,231,5.0
16,951,4.0
16,286,5.0
16,286,5.0
16,4389,5.0
16,1920,5.0
16,4700,5.0
16,4700,5.0
16,203,5.0
16,200,4.0
16,4446,4.0
16,6025,4.0
16,7802,4.0
16,9234,4.0
16,51,5.0
16,6073,5.0
16,3082,5.0
16,6171,5.0
16,51,5.0
16,2767,5.0
16,726,5.0
16,1740,5.0
16,3639,5.0
16,282,5.0
16,4516,2.0
16,7433,5.0
16,282,5.0
16,3619,5.0
17,1374,5.0
17,2990,5.0
17,3266,4.0
17,1374,5.0
17,1374,5.0
17,1374,5.0
17,1369,5.0
17,1021,5.0
17,7787,5.0
17,7292,4.0
17,1369,5.0
17,17,5.0
17,1369,5.0
17,109,1.0
17,6836,5.0
17,3775,5.0
17,1362,5.0
17,1061,5.0
17,897,5.0
17,1863,5.0
17,7290,4.0
17,7971,5.0
17,4334,5.0
17,1369,5.0
18,3188,5.0
18,3245,4.0
18,8326,5.0
18,5455,3.0
18,9267,5.0
18,12333,5.0
18,10872,3.0
18,275,5.0
18,593,5.0
18,112,3.0
18,2398,5.0
18,8162,5.0
18,3450,1.0
18,6115,4.0
18,2439,5.0
18,4384,1.0
18,3623,5.0
18,300,5.0
18,8326,5.0
18,3617,1.0
18,13778,5.0
18,488,1.0
18,2677,1.0
18,6934,5.0
18,527,5.0
18,3617,1.0
18,544,5.0
18,1927,5.0
18,7102,5.0
18,9105,5.0
18,9423,5.0
18,9441,5.0
18,10929,5.0
18,8398,4.0
18,1639,5.0
18,316,5.0
18,515,3.0
18,436,5.0
18,11101,5.0
18,316,5.0
